,stw,sto,sth
0,474.3086785009862,0.0,0.0
1,550.8083333333333,6.789890682980644,6.8097738653926525
2,468.609243697479,6.157911190246421,16.270431761014258
3,495.2038567493113,5.191826851806098,21.114129357418772
4,503.8961038961039,4.738405885461122,29.375212540060787
5,483.1458333333333,4.8116161070927355,39.81022540593551
6,458.90983606557376,4.902109608324297,43.62951233427403
7,484.3948717948718,4.866039877102496,45.93014497272039
8,480.6780487804878,5.048931616555628,45.93672862295377
9,502.31481481481484,4.846832361939215,45.47507602885618
10,537.0565656565657,5.189777742917651,44.39236831665039
11,453.3398058252427,6.798556667718135,42.865909576416016
12,459.12796208530807,7.108808527184978,42.361191636424955
13,524.9625,6.570189910408452,41.903181754936604
14,464.2110091743119,6.633127548920567,40.89189374244819
15,535.219512195122,6.565660067374578,40.91503890086029
16,459.1489361702128,6.719414073661889,40.09771938647254
17,473.18367346938777,6.743649648070714,39.80710504822812
18,467.8177083333333,6.6440677966101696,39.10398680476819
19,421.6216216216216,7.11672556797692,39.155301853761834
20,499.59615384615387,6.923111556504437,40.01279326616707
21,469.144578313253,7.022149709016483,39.86273768796759
22,500.58730158730157,7.2595106753937175,39.958145270913334
23,476.55223880597015,7.168723694687749,39.887463779772744
24,485.5217391304348,7.590451696320656,39.666858834735415
25,0.0,7.606706458696999,39.48467739557816
26,537.4042553191489,7.606706458696999,39.194659410896946
27,505.02985074626866,7.704220389319951,40.67617513365665
28,502.9836065573771,7.015373477557278,40.937505140142925
29,489.7266666666667,6.842554979689032,41.948261325642214
30,518.1411764705882,6.6195947414167735,40.849184973765226
31,495.0618181818182,6.522050287493684,41.43063674538823
32,508.05263157894734,6.95372935680139,42.09897969132763
33,512.4782608695652,6.943803165639123,41.39086233559301
34,499.3586206896552,7.047092001587211,40.60266179553533
35,547.0751879699249,6.9179515217787495,38.43190002441406
36,305.7692307692308,7.231797565051325,36.63209040690277
37,545.5731707317074,7.265802081373301,35.44443961321297
38,451.4516129032258,7.311305141813618,33.720218690775205
39,528.0,7.383317606827903,32.063500258882165
40,0.0,7.120602902364807,30.614424527701686
41,504.7048710601719,7.076023479605471,30.04078150603731
42,578.7397769516729,9.811736167977378,28.536072698690123
43,465.0769230769231,11.661538210931836,28.370420455932617
44,0.0,11.449401794616152,27.75837264626713
45,0.0,11.449401794616152,28.204052488682635
0,478.8370607028754,0.0,0.0
1,467.00389105058366,6.381870363350841,6.620658357264632
2,510.4,5.780499239916462,16.43636402841342
3,520.948087431694,5.301863415601151,21.210479445376638
4,457.2361111111111,5.894764685535231,29.389050241244043
5,484.9247311827957,6.1976644324452375,39.450716891531215
6,515.51875,6.263306654992911,43.1739003456245
7,509.49289099526067,6.388873847042473,45.11786965192375
8,491.10178117048343,6.574262397991211,45.094301676346085
9,495.5404411764706,7.16170091365954,44.822176496861346
10,535.1175337186897,7.265527407883522,43.66505428896112
11,562.9583333333334,9.073476063038953,42.29695371854103
12,510.7913043478261,9.324775239498896,41.639882265511204
13,583.4024390243902,9.31059125117255,41.2486441984015
14,474.432,9.949116341705343,40.48611867225776
15,621.8928571428571,9.875821809932518,40.344765549999174
16,507.9433962264151,9.993314619983286,39.42792827800169
17,472.9183673469388,10.131941115090667,39.24586538541115
18,510.421568627451,9.955867975022302,38.41688579623982
19,505.2173913043478,10.044820325175188,38.137654837915456
20,560.6730769230769,10.03702525077828,39.14143749818964
21,556.0985915492957,10.28181023938494,39.043364831956765
22,563.3916666666667,10.552513399971028,38.91083607431185
23,582.1486486486486,10.258060509026667,38.78413688530356
24,542.8474576271186,10.382580343385426,38.76587762671002
25,0.0,10.538849549605345,38.678113355474956
26,503.3137254901961,10.538849549605345,38.58939474720066
27,499.2923076923077,10.214812394334182,39.692522162097994
28,545.468085106383,9.582867231638419,40.1703141422595
29,507.9592592592593,9.100043530232783,40.65407678636454
30,557.3081761006289,8.332535299398755,39.955932552531614
31,541.7674418604652,8.707635812300481,40.04089620557882
32,528.1142857142858,9.146617729940756,40.98487997863252
33,606.4444444444445,8.784805785005858,40.22779259439242
34,513.6816720257235,9.420457165917215,39.532306056911665
35,623.9516129032259,8.97522930986872,38.014989093198615
36,729.0,9.421174115379733,36.97146336506989
37,498.4059405940594,9.413819388395659,35.41173490427308
38,651.2,9.837359003129983,33.503021967613094
39,559.5646258503401,10.284722524799209,32.779452291585635
40,0.0,10.249874139956368,30.920524209232653
41,525.3279569892474,10.262505540187375,29.61839598316257
42,596.0176056338029,12.426639748344993,28.073170063859326
43,691.0344827586207,13.485147061222493,26.899902068962486
44,0.0,12.885691761923532,26.78242070796126
45,0.0,12.885691761923532,26.627919504197976
0,507.88102564102564,0.0,0.0
1,468.44074074074075,6.343294219904389,6.630886255684546
2,487.9450980392157,5.7170025896441645,16.1592173010616
3,500.35844155844154,4.65695596138414,20.86459441104178
4,506.5,4.644047797610119,28.82608488050558
5,504.8269230769231,4.669877399501783,39.465978396140926
6,475.5348837209302,4.689328137471242,43.44647326711881
7,497.2142857142857,5.0737770721895,45.74883394726252
8,504.7037037037037,5.380862432781974,46.09252223321947
9,475.182156133829,6.059266108405976,46.04994099827136
10,512.3583333333333,6.5751891741826185,44.76950293072199
11,466.9166666666667,6.459401410094784,43.772836038621804
12,512.8857142857142,6.568228043143298,43.06951710329218
13,469.2763157894737,6.607109538842741,42.54762520224361
14,452.4315789473684,6.6406886692201255,41.441990367436816
15,536.0961538461538,6.758005054603632,41.42101842266018
16,492.2456140350877,7.026049059701837,40.65436702663616
17,506.0,7.192929262302537,40.24805025327004
18,469.82901554404145,7.223702936990555,39.60960491633011
19,511.875,7.703884908847341,39.5646278736955
20,517.6808510638298,7.636186513924087,40.441680584923695
21,524.4487179487179,7.6977166445569285,40.287534422793634
22,466.8992248062016,7.933005285219609,40.489592293561515
23,489.93333333333334,7.52884823789501,40.26306924981586
24,468.54,7.9393744598484375,40.07339608467231
25,0.0,7.808505805865485,39.714838933136505
26,550.1188118811881,7.808505805865485,39.76206213740979
27,508.1333333333333,7.54558469013092,41.4590335458012
28,524.6280991735537,7.177472000958256,41.747275659593484
29,479.12794612794613,6.703263344295473,42.372349690582794
30,473.07065217391306,5.97797258458369,41.33284717495159
31,497.04887218045116,5.711632623497031,42.063601396851624
32,494.41379310344826,5.383706024782795,42.56999442536952
33,404.8607594936709,5.24697122096951,42.110442307035804
34,469.1034482758621,5.487873685785909,41.609382031327584
35,493.96,5.353251587307666,39.27781299009161
36,446.03846153846155,5.533561140449905,37.50132678726972
37,577.1411764705882,5.6360122305688725,35.0295471902621
38,498.5,5.873139294071909,33.55679427971274
39,508.841059602649,5.961571098632706,32.81343306525279
40,0.0,6.102402090779815,30.680253772412318
41,481.35690235690237,6.097177204124732,31.395607414892165
42,505.58232931726906,7.530831819773739,30.33506427376957
43,399.8222222222222,8.44671771487568,30.14691789271468
44,0.0,7.997803930401486,29.998901755122816
